"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","Edat_any_a_any","Nombre"
2020,8,"Nou Barris",55,"Ciutat Meridiana","Dones","27 anys",66
2020,8,"Nou Barris",56,"Vallbona","Dones","27 anys",5
2020,9,"Sant Andreu",57,"la Trinitat Vella","Dones","27 anys",58
2020,9,"Sant Andreu",58,"Baró de Viver","Dones","27 anys",23
2020,9,"Sant Andreu",59,"el Bon Pastor","Dones","27 anys",89
2020,9,"Sant Andreu",60,"Sant Andreu","Dones","27 anys",305
2020,9,"Sant Andreu",61,"la Sagrera","Dones","27 anys",204
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Dones","27 anys",95
2020,9,"Sant Andreu",63,"Navas","Dones","27 anys",130
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dones","27 anys",313
2020,10,"Sant Martí",65,"el Clot","Dones","27 anys",182
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dones","27 anys",136
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dones","27 anys",58
2020,10,"Sant Martí",68,"el Poblenou","Dones","27 anys",187
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dones","27 anys",56
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Dones","27 anys",153
2020,10,"Sant Martí",71,"Provençals del Poblenou","Dones","27 anys",129
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Dones","27 anys",136
2020,10,"Sant Martí",73,"la Verneda i la Pau","Dones","27 anys",167
2020,1,"Ciutat Vella",1,"el Raval","Dones","28 anys",544
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","28 anys",306
2020,1,"Ciutat Vella",3,"la Barceloneta","Dones","28 anys",201
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dones","28 anys",344
2020,2,"Eixample",5,"el Fort Pienc","Dones","28 anys",300
2020,2,"Eixample",6,"la Sagrada Família","Dones","28 anys",514
2020,2,"Eixample",7,"la Dreta de l'Eixample","Dones","28 anys",438
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dones","28 anys",475
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dones","28 anys",558
2020,2,"Eixample",10,"Sant Antoni","Dones","28 anys",354
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Dones","28 anys",380
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dones","28 anys",6
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Dones","28 anys",203
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dones","28 anys",90
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Dones","28 anys",168
2020,3,"Sants-Montjuïc",16,"la Bordeta","Dones","28 anys",114
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Dones","28 anys",220
2020,3,"Sants-Montjuïc",18,"Sants","Dones","28 anys",363
2020,4,"Les Corts",19,"les Corts","Dones","28 anys",333
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dones","28 anys",172
2020,4,"Les Corts",21,"Pedralbes","Dones","28 anys",60
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dones","28 anys",20
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dones","28 anys",140
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dones","28 anys",81
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dones","28 anys",178
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dones","28 anys",328
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dones","28 anys",237
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Dones","28 anys",102
2020,6,"Gràcia",29,"el Coll","Dones","28 anys",66
2020,6,"Gràcia",30,"la Salut","Dones","28 anys",108
2020,6,"Gràcia",31,"la Vila de Gràcia","Dones","28 anys",544
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dones","28 anys",296
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Dones","28 anys",147
2020,7,"Horta-Guinardó",34,"Can Baró","Dones","28 anys",66
2020,7,"Horta-Guinardó",35,"el Guinardó","Dones","28 anys",244
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dones","28 anys",38
2020,7,"Horta-Guinardó",37,"el Carmel","Dones","28 anys",234
2020,7,"Horta-Guinardó",38,"la Teixonera","Dones","28 anys",83
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dones","28 anys",49
2020,7,"Horta-Guinardó",40,"Montbau","Dones","28 anys",43
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dones","28 anys",31
2020,7,"Horta-Guinardó",42,"la Clota","Dones","28 anys",3
2020,7,"Horta-Guinardó",43,"Horta","Dones","28 anys",171
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dones","28 anys",172
2020,8,"Nou Barris",45,"Porta","Dones","28 anys",188
2020,8,"Nou Barris",46,"el Turó de la Peira","Dones","28 anys",123
2020,8,"Nou Barris",47,"Can Peguera","Dones","28 anys",12
2020,8,"Nou Barris",48,"la Guineueta","Dones","28 anys",81
2020,8,"Nou Barris",49,"Canyelles","Dones","28 anys",25
2020,8,"Nou Barris",50,"les Roquetes","Dones","28 anys",133
2020,8,"Nou Barris",51,"Verdun","Dones","28 anys",86
2020,8,"Nou Barris",52,"la Prosperitat","Dones","28 anys",176
2020,8,"Nou Barris",53,"la Trinitat Nova","Dones","28 anys",46
2020,8,"Nou Barris",54,"Torre Baró","Dones","28 anys",18
2020,8,"Nou Barris",55,"Ciutat Meridiana","Dones","28 anys",94
2020,8,"Nou Barris",56,"Vallbona","Dones","28 anys",8
2020,9,"Sant Andreu",57,"la Trinitat Vella","Dones","28 anys",70
2020,9,"Sant Andreu",58,"Baró de Viver","Dones","28 anys",21
2020,9,"Sant Andreu",59,"el Bon Pastor","Dones","28 anys",82
2020,9,"Sant Andreu",60,"Sant Andreu","Dones","28 anys",333
2020,9,"Sant Andreu",61,"la Sagrera","Dones","28 anys",194
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Dones","28 anys",93
2020,9,"Sant Andreu",63,"Navas","Dones","28 anys",126
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dones","28 anys",306
2020,10,"Sant Martí",65,"el Clot","Dones","28 anys",166
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dones","28 anys",127
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dones","28 anys",67
2020,10,"Sant Martí",68,"el Poblenou","Dones","28 anys",197
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dones","28 anys",63
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Dones","28 anys",165
2020,10,"Sant Martí",71,"Provençals del Poblenou","Dones","28 anys",134
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Dones","28 anys",152
2020,10,"Sant Martí",73,"la Verneda i la Pau","Dones","28 anys",153
2020,1,"Ciutat Vella",1,"el Raval","Dones","29 anys",559
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","29 anys",282
2020,1,"Ciutat Vella",3,"la Barceloneta","Dones","29 anys",206
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dones","29 anys",334
2020,2,"Eixample",5,"el Fort Pienc","Dones","29 anys",322
2020,2,"Eixample",6,"la Sagrada Família","Dones","29 anys",523
2020,2,"Eixample",7,"la Dreta de l'Eixample","Dones","29 anys",379
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dones","29 anys",445
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dones","29 anys",567
2020,2,"Eixample",10,"Sant Antoni","Dones","29 anys",319
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Dones","29 anys",379
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dones","29 anys",6
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Dones","29 anys",200
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dones","29 anys",108
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Dones","29 anys",167
2020,3,"Sants-Montjuïc",16,"la Bordeta","Dones","29 anys",146
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Dones","29 anys",216
2020,3,"Sants-Montjuïc",18,"Sants","Dones","29 anys",385
2020,4,"Les Corts",19,"les Corts","Dones","29 anys",307
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dones","29 anys",156
2020,4,"Les Corts",21,"Pedralbes","Dones","29 anys",56
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dones","29 anys",20
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dones","29 anys",138
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dones","29 anys",93
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dones","29 anys",152
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dones","29 anys",310
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dones","29 anys",231
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Dones","29 anys",100
2020,6,"Gràcia",29,"el Coll","Dones","29 anys",56
2020,6,"Gràcia",30,"la Salut","Dones","29 anys",102
2020,6,"Gràcia",31,"la Vila de Gràcia","Dones","29 anys",522
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dones","29 anys",304
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Dones","29 anys",195
2020,7,"Horta-Guinardó",34,"Can Baró","Dones","29 anys",76
2020,7,"Horta-Guinardó",35,"el Guinardó","Dones","29 anys",266
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dones","29 anys",44
2020,7,"Horta-Guinardó",37,"el Carmel","Dones","29 anys",212
2020,7,"Horta-Guinardó",38,"la Teixonera","Dones","29 anys",73
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dones","29 anys",52
2020,7,"Horta-Guinardó",40,"Montbau","Dones","29 anys",50
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dones","29 anys",27
2020,7,"Horta-Guinardó",42,"la Clota","Dones","29 anys",2
2020,7,"Horta-Guinardó",43,"Horta","Dones","29 anys",165
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dones","29 anys",155
2020,8,"Nou Barris",45,"Porta","Dones","29 anys",162
2020,8,"Nou Barris",46,"el Turó de la Peira","Dones","29 anys",126
2020,8,"Nou Barris",47,"Can Peguera","Dones","29 anys",15
2020,8,"Nou Barris",48,"la Guineueta","Dones","29 anys",84
2020,8,"Nou Barris",49,"Canyelles","Dones","29 anys",43
2020,8,"Nou Barris",50,"les Roquetes","Dones","29 anys",107
2020,8,"Nou Barris",51,"Verdun","Dones","29 anys",81
2020,8,"Nou Barris",52,"la Prosperitat","Dones","29 anys",188
2020,8,"Nou Barris",53,"la Trinitat Nova","Dones","29 anys",61
2020,8,"Nou Barris",54,"Torre Baró","Dones","29 anys",11
2020,8,"Nou Barris",55,"Ciutat Meridiana","Dones","29 anys",83
2020,8,"Nou Barris",56,"Vallbona","Dones","29 anys",8
2020,9,"Sant Andreu",57,"la Trinitat Vella","Dones","29 anys",68
2020,9,"Sant Andreu",58,"Baró de Viver","Dones","29 anys",15
2020,9,"Sant Andreu",59,"el Bon Pastor","Dones","29 anys",82
2020,9,"Sant Andreu",60,"Sant Andreu","Dones","29 anys",327
2020,9,"Sant Andreu",61,"la Sagrera","Dones","29 anys",212
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Dones","29 anys",91
2020,9,"Sant Andreu",63,"Navas","Dones","29 anys",165
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dones","29 anys",328
2020,10,"Sant Martí",65,"el Clot","Dones","29 anys",215
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dones","29 anys",117
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dones","29 anys",48
2020,10,"Sant Martí",68,"el Poblenou","Dones","29 anys",236
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dones","29 anys",66
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Dones","29 anys",169
2020,10,"Sant Martí",71,"Provençals del Poblenou","Dones","29 anys",149
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Dones","29 anys",166
2020,10,"Sant Martí",73,"la Verneda i la Pau","Dones","29 anys",173
2020,1,"Ciutat Vella",1,"el Raval","Dones","30 anys",532
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","30 anys",272
2020,1,"Ciutat Vella",3,"la Barceloneta","Dones","30 anys",200
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dones","30 anys",342
2020,2,"Eixample",5,"el Fort Pienc","Dones","30 anys",309
2020,2,"Eixample",6,"la Sagrada Família","Dones","30 anys",482
2020,2,"Eixample",7,"la Dreta de l'Eixample","Dones","30 anys",380
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dones","30 anys",413
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dones","30 anys",542
2020,2,"Eixample",10,"Sant Antoni","Dones","30 anys",344
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Dones","30 anys",380
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dones","30 anys",8
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Dones","30 anys",204
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dones","30 anys",85
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Dones","30 anys",194
2020,3,"Sants-Montjuïc",16,"la Bordeta","Dones","30 anys",134
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Dones","30 anys",191
2020,3,"Sants-Montjuïc",18,"Sants","Dones","30 anys",365
2020,4,"Les Corts",19,"les Corts","Dones","30 anys",307
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dones","30 anys",175
2020,4,"Les Corts",21,"Pedralbes","Dones","30 anys",62
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dones","30 anys",27
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dones","30 anys",140
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dones","30 anys",85
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dones","30 anys",155
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dones","30 anys",305
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dones","30 anys",225
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Dones","30 anys",125
2020,6,"Gràcia",29,"el Coll","Dones","30 anys",64
2020,6,"Gràcia",30,"la Salut","Dones","30 anys",119
2020,6,"Gràcia",31,"la Vila de Gràcia","Dones","30 anys",545
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dones","30 anys",312
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Dones","30 anys",217
2020,7,"Horta-Guinardó",34,"Can Baró","Dones","30 anys",69
2020,7,"Horta-Guinardó",35,"el Guinardó","Dones","30 anys",276
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dones","30 anys",40
2020,7,"Horta-Guinardó",37,"el Carmel","Dones","30 anys",235
2020,7,"Horta-Guinardó",38,"la Teixonera","Dones","30 anys",90
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dones","30 anys",62
2020,7,"Horta-Guinardó",40,"Montbau","Dones","30 anys",47
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dones","30 anys",22
2020,7,"Horta-Guinardó",42,"la Clota","Dones","30 anys",3
2020,7,"Horta-Guinardó",43,"Horta","Dones","30 anys",169
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dones","30 anys",131
2020,8,"Nou Barris",45,"Porta","Dones","30 anys",208
2020,8,"Nou Barris",46,"el Turó de la Peira","Dones","30 anys",136
2020,8,"Nou Barris",47,"Can Peguera","Dones","30 anys",21
2020,8,"Nou Barris",48,"la Guineueta","Dones","30 anys",80
2020,8,"Nou Barris",49,"Canyelles","Dones","30 anys",31
2020,8,"Nou Barris",50,"les Roquetes","Dones","30 anys",113
2020,8,"Nou Barris",51,"Verdun","Dones","30 anys",91
2020,8,"Nou Barris",52,"la Prosperitat","Dones","30 anys",164
2020,8,"Nou Barris",53,"la Trinitat Nova","Dones","30 anys",54
2020,8,"Nou Barris",54,"Torre Baró","Dones","30 anys",19
2020,8,"Nou Barris",55,"Ciutat Meridiana","Dones","30 anys",64
2020,8,"Nou Barris",56,"Vallbona","Dones","30 anys",4
2020,9,"Sant Andreu",57,"la Trinitat Vella","Dones","30 anys",79
2020,9,"Sant Andreu",58,"Baró de Viver","Dones","30 anys",14
2020,9,"Sant Andreu",59,"el Bon Pastor","Dones","30 anys",87
2020,9,"Sant Andreu",60,"Sant Andreu","Dones","30 anys",361
2020,9,"Sant Andreu",61,"la Sagrera","Dones","30 anys",195
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Dones","30 anys",115
2020,9,"Sant Andreu",63,"Navas","Dones","30 anys",166
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dones","30 anys",298
2020,10,"Sant Martí",65,"el Clot","Dones","30 anys",179
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dones","30 anys",125
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dones","30 anys",53
2020,10,"Sant Martí",68,"el Poblenou","Dones","30 anys",212
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dones","30 anys",55
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Dones","30 anys",178
2020,10,"Sant Martí",71,"Provençals del Poblenou","Dones","30 anys",161
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Dones","30 anys",164
2020,10,"Sant Martí",73,"la Verneda i la Pau","Dones","30 anys",175
2020,1,"Ciutat Vella",1,"el Raval","Dones","31 anys",528
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","31 anys",224
2020,1,"Ciutat Vella",3,"la Barceloneta","Dones","31 anys",169
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dones","31 anys",304
2020,2,"Eixample",5,"el Fort Pienc","Dones","31 anys",284
2020,2,"Eixample",6,"la Sagrada Família","Dones","31 anys",456
2020,2,"Eixample",7,"la Dreta de l'Eixample","Dones","31 anys",391
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dones","31 anys",415
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dones","31 anys",585
2020,2,"Eixample",10,"Sant Antoni","Dones","31 anys",355
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Dones","31 anys",398
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dones","31 anys",10
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Dones","31 anys",175
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dones","31 anys",79
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Dones","31 anys",148
2020,3,"Sants-Montjuïc",16,"la Bordeta","Dones","31 anys",150
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Dones","31 anys",199
2020,3,"Sants-Montjuïc",18,"Sants","Dones","31 anys",391
2020,4,"Les Corts",19,"les Corts","Dones","31 anys",331
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dones","31 anys",158
2020,4,"Les Corts",21,"Pedralbes","Dones","31 anys",66
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dones","31 anys",21
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dones","31 anys",130
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dones","31 anys",83
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dones","31 anys",138
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dones","31 anys",318
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dones","31 anys",200
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Dones","31 anys",113
2020,6,"Gràcia",29,"el Coll","Dones","31 anys",50
2020,6,"Gràcia",30,"la Salut","Dones","31 anys",102
2020,6,"Gràcia",31,"la Vila de Gràcia","Dones","31 anys",561
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dones","31 anys",289
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Dones","31 anys",199
2020,7,"Horta-Guinardó",34,"Can Baró","Dones","31 anys",65
2020,7,"Horta-Guinardó",35,"el Guinardó","Dones","31 anys",268
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dones","31 anys",54
2020,7,"Horta-Guinardó",37,"el Carmel","Dones","31 anys",235
2020,7,"Horta-Guinardó",38,"la Teixonera","Dones","31 anys",75
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dones","31 anys",53
2020,7,"Horta-Guinardó",40,"Montbau","Dones","31 anys",42
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dones","31 anys",29
2020,7,"Horta-Guinardó",42,"la Clota","Dones","31 anys",3
2020,7,"Horta-Guinardó",43,"Horta","Dones","31 anys",191
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dones","31 anys",163
2020,8,"Nou Barris",45,"Porta","Dones","31 anys",206
2020,8,"Nou Barris",46,"el Turó de la Peira","Dones","31 anys",101
2020,8,"Nou Barris",47,"Can Peguera","Dones","31 anys",14
2020,8,"Nou Barris",48,"la Guineueta","Dones","31 anys",73
2020,8,"Nou Barris",49,"Canyelles","Dones","31 anys",36
2020,8,"Nou Barris",50,"les Roquetes","Dones","31 anys",127
2020,8,"Nou Barris",51,"Verdun","Dones","31 anys",94
2020,8,"Nou Barris",52,"la Prosperitat","Dones","31 anys",176
2020,8,"Nou Barris",53,"la Trinitat Nova","Dones","31 anys",51
2020,8,"Nou Barris",54,"Torre Baró","Dones","31 anys",18
2020,8,"Nou Barris",55,"Ciutat Meridiana","Dones","31 anys",92
2020,8,"Nou Barris",56,"Vallbona","Dones","31 anys",7
2020,9,"Sant Andreu",57,"la Trinitat Vella","Dones","31 anys",84
2020,9,"Sant Andreu",58,"Baró de Viver","Dones","31 anys",19
2020,9,"Sant Andreu",59,"el Bon Pastor","Dones","31 anys",82
2020,9,"Sant Andreu",60,"Sant Andreu","Dones","31 anys",350
2020,9,"Sant Andreu",61,"la Sagrera","Dones","31 anys",204
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Dones","31 anys",95
2020,9,"Sant Andreu",63,"Navas","Dones","31 anys",177
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dones","31 anys",367
2020,10,"Sant Martí",65,"el Clot","Dones","31 anys",197
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dones","31 anys",134
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dones","31 anys",51
2020,10,"Sant Martí",68,"el Poblenou","Dones","31 anys",292
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dones","31 anys",98
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Dones","31 anys",183
2020,10,"Sant Martí",71,"Provençals del Poblenou","Dones","31 anys",147
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Dones","31 anys",141
2020,10,"Sant Martí",73,"la Verneda i la Pau","Dones","31 anys",155
2020,1,"Ciutat Vella",1,"el Raval","Dones","32 anys",492
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","32 anys",218
2020,1,"Ciutat Vella",3,"la Barceloneta","Dones","32 anys",154
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dones","32 anys",288
2020,2,"Eixample",5,"el Fort Pienc","Dones","32 anys",273
2020,2,"Eixample",6,"la Sagrada Família","Dones","32 anys",440
2020,2,"Eixample",7,"la Dreta de l'Eixample","Dones","32 anys",403
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dones","32 anys",397
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dones","32 anys",475
2020,2,"Eixample",10,"Sant Antoni","Dones","32 anys",320
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Dones","32 anys",367
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dones","32 anys",2
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Dones","32 anys",169
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dones","32 anys",83
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Dones","32 anys",155
2020,3,"Sants-Montjuïc",16,"la Bordeta","Dones","32 anys",142
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Dones","32 anys",204
2020,3,"Sants-Montjuïc",18,"Sants","Dones","32 anys",390
2020,4,"Les Corts",19,"les Corts","Dones","32 anys",318
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dones","32 anys",148
2020,4,"Les Corts",21,"Pedralbes","Dones","32 anys",47
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dones","32 anys",26
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dones","32 anys",122
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dones","32 anys",77
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dones","32 anys",150
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dones","32 anys",343
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dones","32 anys",230
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Dones","32 anys",125
2020,6,"Gràcia",29,"el Coll","Dones","32 anys",44
2020,6,"Gràcia",30,"la Salut","Dones","32 anys",108
2020,6,"Gràcia",31,"la Vila de Gràcia","Dones","32 anys",536
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dones","32 anys",282
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Dones","32 anys",192
2020,7,"Horta-Guinardó",34,"Can Baró","Dones","32 anys",71
2020,7,"Horta-Guinardó",35,"el Guinardó","Dones","32 anys",298
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dones","32 anys",43
2020,7,"Horta-Guinardó",37,"el Carmel","Dones","32 anys",206
2020,7,"Horta-Guinardó",38,"la Teixonera","Dones","32 anys",82
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dones","32 anys",44
2020,7,"Horta-Guinardó",40,"Montbau","Dones","32 anys",31
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dones","32 anys",30
2020,7,"Horta-Guinardó",42,"la Clota","Dones","32 anys",9
2020,7,"Horta-Guinardó",43,"Horta","Dones","32 anys",176
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dones","32 anys",160
2020,8,"Nou Barris",45,"Porta","Dones","32 anys",216
2020,8,"Nou Barris",46,"el Turó de la Peira","Dones","32 anys",126
2020,8,"Nou Barris",47,"Can Peguera","Dones","32 anys",11
2020,8,"Nou Barris",48,"la Guineueta","Dones","32 anys",70
2020,8,"Nou Barris",49,"Canyelles","Dones","32 anys",31
2020,8,"Nou Barris",50,"les Roquetes","Dones","32 anys",105
2020,8,"Nou Barris",51,"Verdun","Dones","32 anys",89
2020,8,"Nou Barris",52,"la Prosperitat","Dones","32 anys",176
