Step,AgentID,physiological,safety,belonging,esteem,wealth,actions,status
2270,1,"[0.42365974810737916, 1.0, 1.0, 0.997002999]","[0.9949086650869998, 1.0, 1.0, 0.985074875]","[0.7535710000000001, 1.0, 1.0]","[0.9702989999999999, 1.0, 1.0]",0.0,go_reception_center,homeless
2270,2,"[0.6786104632396399, 0.9025, 0.9216, 0.6543544935246325]","[1.0, 0.986049, 0.994009, 0.9472005180612373]","[1.0, 0.7224999999999999, 0.468222202737843]","[1.0, 0.9801, 0.21956944836558834]",1588.0,go_leisure,student
2270,3,"[0.4453686781373272, 0.95, 0.94, 1.0]","[0.9983, 0.991, 0.995, 1.0]","[0.91, 0.87, 0.98]","[0.99, 0.99, 0.97]",0.0,steal_food,unemployed
2270,4,"[1.0, 0.9025, 0.8159871451041003, 1.0]","[1.0, 0.998001, 0.99840064, 1.0]","[1.0, 0.7224999999999999, 0.9603999999999999]","[1.0, 0.9801, 0.9603999999999999]",8436.758333333331,go_home,employed
2271,0,"[0.8246062499999999, 1.0, 1.0, 0.6286796704055295]","[1.0, 1.0, 1.0, 0.994011992]","[0.7682000000000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",2189.9749999999995,go_home,retired
2271,1,"[0.3474009934480509, 1.0, 1.0, 0.996005996001]","[0.9932173203563519, 1.0, 1.0, 0.9801495006250001]","[0.6857496100000001, 1.0, 1.0]","[0.96059601, 1.0, 1.0]",0.0,go_reception_center,homeless
2271,2,"[0.6896744752241084, 0.8573749999999999, 0.884736, 0.6540273162778703]","[1.0, 0.9791466569999999, 0.991026973, 0.9386757133986862]","[1.0, 0.6141249999999999, 0.4213999824640587]","[1.0, 0.9702989999999999, 0.17565555869247068]",1584.0,go_leisure,student
2271,3,"[0.36609305342888293, 0.9025, 0.8835999999999999, 1.0]","[0.9966028899999999, 0.982081, 0.990025, 1.0]","[0.8281000000000001, 0.7569, 0.9603999999999999]","[0.9801, 0.9801, 0.9409]",0.0,go_home,unemployed
2271,4,"[0.9269999999999999, 1.0, 0.8988680449468134, 0.9993]","[1.0, 1.0, 1.0, 0.998]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",8436.758333333331,go_home,employed
2272,0,"[0.7853001562499998, 1.0, 1.0, 0.553238109956866]","[1.0, 1.0, 1.0, 0.992023968016]","[0.7195600000000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",2184.9749999999995,go_grocery,retired
2272,1,"[0.2848688146274017, 1.0, 1.0, 0.995009990004999]","[0.991528850911746, 1.0, 1.0, 0.9752487531218751]","[0.6240321451000002, 1.0, 1.0]","[0.9509900498999999, 1.0, 1.0]",0.0,go_reception_center,homeless
2272,2,"[0.6986363249315278, 0.8145062499999999, 0.84934656, 0.6537003026197313]","[1.0, 0.9722926304009999, 0.988053892081, 0.930227631978098]","[1.0, 0.5220062499999999, 0.37925998421765283]","[1.0, 0.96059601, 0.14052444695397656]",1584.0,go_home,student
2272,3,"[0.40592848991854175, 1.0, 0.9705839999999999, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[0.8585710000000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",0.0,go_home,unemployed
2272,4,"[0.8669939999999999, 1.0, 0.9759472818005365, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",8431.758333333331,go_grocery,employed
2273,0,"[1.0, 0.92, 1.0, 0.6968495367620421]","[1.0, 0.995, 0.999, 1.0]","[1.0, 0.97, 0.98]","[1.0, 0.99, 0.99]",2179.9749999999995,go_grocery,retired
2273,1,"[0.2335924279944694, 1.0, 1.0, 0.994014980014994]","[0.9898432518651961, 1.0, 1.0, 0.9703725093562657]","[0.5678692520410001, 1.0, 1.0]","[0.9414801494009999, 1.0, 1.0]",0.0,go_reception_center,homeless
2273,2,"[0.6708954231945375, 1.0, 1.0, 0.6533734524684215]","[1.0, 1.0, 1.0, 0.9218555832902952]","[1.0, 1.0, 0.4813339857958876]","[1.0, 1.0, 0.25241955756318124]",1584.0,go_home,student
2273,3,"[0.43867321871304127, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.982081]","[0.8862996100000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",0.0,go_home,unemployed
2273,4,"[1.0, 0.95, 1.0, 1.0]","[1.0, 0.999, 0.9992, 1.0]","[1.0, 0.85, 0.98]","[1.0, 0.99, 0.98]",8426.758333333331,go_grocery,employed
2274,0,"[1.0, 0.92, 1.0, 0.6968495367620421]","[1.0, 0.995, 0.999, 1.0]","[1.0, 0.97, 0.98]","[1.0, 0.99, 0.99]",2179.9749999999995,go_grocery,retired
2274,1,"[0.2335924279944694, 1.0, 1.0, 0.994014980014994]","[0.9898432518651961, 1.0, 1.0, 0.9703725093562657]","[0.5678692520410001, 1.0, 1.0]","[0.9414801494009999, 1.0, 1.0]",0.0,go_reception_center,homeless
2274,2,"[0.6708954231945375, 1.0, 1.0, 0.6533734524684215]","[1.0, 1.0, 1.0, 0.9218555832902952]","[1.0, 1.0, 0.4813339857958876]","[1.0, 1.0, 0.25241955756318124]",1584.0,go_home,student
2274,3,"[0.43867321871304127, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.982081]","[0.8862996100000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",0.0,go_home,unemployed
2274,4,"[1.0, 0.95, 1.0, 1.0]","[1.0, 0.999, 0.9992, 1.0]","[1.0, 0.85, 0.98]","[1.0, 0.99, 0.98]",8426.758333333331,go_grocery,employed
2275,0,"[1.0, 0.92, 1.0, 0.6968495367620421]","[1.0, 0.995, 0.999, 1.0]","[1.0, 0.97, 0.98]","[1.0, 0.99, 0.99]",2179.9749999999995,go_grocery,retired
2275,1,"[0.2335924279944694, 1.0, 1.0, 0.994014980014994]","[0.9898432518651961, 1.0, 1.0, 0.9703725093562657]","[0.5678692520410001, 1.0, 1.0]","[0.9414801494009999, 1.0, 1.0]",0.0,go_reception_center,homeless
2275,2,"[0.6708954231945375, 1.0, 1.0, 0.6533734524684215]","[1.0, 1.0, 1.0, 0.9218555832902952]","[1.0, 1.0, 0.4813339857958876]","[1.0, 1.0, 0.25241955756318124]",1584.0,go_home,student
2275,3,"[0.43867321871304127, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.982081]","[0.8862996100000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",0.0,go_home,unemployed
2275,4,"[1.0, 0.95, 1.0, 1.0]","[1.0, 0.999, 0.9992, 1.0]","[1.0, 0.85, 0.98]","[1.0, 0.99, 0.98]",8426.758333333331,go_grocery,employed
2276,0,"[1.0, 0.92, 1.0, 0.6968495367620421]","[1.0, 0.995, 0.999, 1.0]","[1.0, 0.97, 0.98]","[1.0, 0.99, 0.99]",2179.9749999999995,go_grocery,retired
2276,1,"[0.2335924279944694, 1.0, 1.0, 0.994014980014994]","[0.9898432518651961, 1.0, 1.0, 0.9703725093562657]","[0.5678692520410001, 1.0, 1.0]","[0.9414801494009999, 1.0, 1.0]",0.0,go_reception_center,homeless
2276,2,"[0.6708954231945375, 1.0, 1.0, 0.6533734524684215]","[1.0, 1.0, 1.0, 0.9218555832902952]","[1.0, 1.0, 0.4813339857958876]","[1.0, 1.0, 0.25241955756318124]",1584.0,go_home,student
2276,3,"[0.43867321871304127, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.982081]","[0.8862996100000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",0.0,go_home,unemployed
2276,4,"[1.0, 0.95, 1.0, 1.0]","[1.0, 0.999, 0.9992, 1.0]","[1.0, 0.85, 0.98]","[1.0, 0.99, 0.98]",8426.758333333331,go_grocery,employed
2277,0,"[1.0, 0.92, 1.0, 0.6968495367620421]","[1.0, 0.995, 0.999, 1.0]","[1.0, 0.97, 0.98]","[1.0, 0.99, 0.99]",2179.9749999999995,go_grocery,retired
2277,1,"[0.2335924279944694, 1.0, 1.0, 0.994014980014994]","[0.9898432518651961, 1.0, 1.0, 0.9703725093562657]","[0.5678692520410001, 1.0, 1.0]","[0.9414801494009999, 1.0, 1.0]",0.0,go_reception_center,homeless
2277,2,"[0.6708954231945375, 1.0, 1.0, 0.6533734524684215]","[1.0, 1.0, 1.0, 0.9218555832902952]","[1.0, 1.0, 0.4813339857958876]","[1.0, 1.0, 0.25241955756318124]",1584.0,go_home,student
2277,3,"[0.43867321871304127, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.982081]","[0.8862996100000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",0.0,go_home,unemployed
2277,4,"[1.0, 0.95, 1.0, 1.0]","[1.0, 0.999, 0.9992, 1.0]","[1.0, 0.85, 0.98]","[1.0, 0.99, 0.98]",8426.758333333331,go_grocery,employed
2278,0,"[1.0, 0.92, 1.0, 0.6968495367620421]","[1.0, 0.995, 0.999, 1.0]","[1.0, 0.97, 0.98]","[1.0, 0.99, 0.99]",2179.9749999999995,go_grocery,retired
2278,1,"[0.2335924279944694, 1.0, 1.0, 0.994014980014994]","[0.9898432518651961, 1.0, 1.0, 0.9703725093562657]","[0.5678692520410001, 1.0, 1.0]","[0.9414801494009999, 1.0, 1.0]",0.0,go_reception_center,homeless
2278,2,"[0.6708954231945375, 1.0, 1.0, 0.6533734524684215]","[1.0, 1.0, 1.0, 0.9218555832902952]","[1.0, 1.0, 0.4813339857958876]","[1.0, 1.0, 0.25241955756318124]",1584.0,go_home,student
2278,3,"[0.43867321871304127, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.982081]","[0.8862996100000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",0.0,go_home,unemployed
2278,4,"[1.0, 0.95, 1.0, 1.0]","[1.0, 0.999, 0.9992, 1.0]","[1.0, 0.85, 0.98]","[1.0, 0.99, 0.98]",8426.758333333331,go_grocery,employed
2279,0,"[1.0, 0.92, 1.0, 0.6968495367620421]","[1.0, 0.995, 0.999, 1.0]","[1.0, 0.97, 0.98]","[1.0, 0.99, 0.99]",2179.9749999999995,go_grocery,retired
2279,1,"[0.2335924279944694, 1.0, 1.0, 0.994014980014994]","[0.9898432518651961, 1.0, 1.0, 0.9703725093562657]","[0.5678692520410001, 1.0, 1.0]","[0.9414801494009999, 1.0, 1.0]",0.0,go_reception_center,homeless
2279,2,"[0.6708954231945375, 1.0, 1.0, 0.6533734524684215]","[1.0, 1.0, 1.0, 0.9218555832902952]","[1.0, 1.0, 0.4813339857958876]","[1.0, 1.0, 0.25241955756318124]",1584.0,go_home,student
2279,3,"[0.43867321871304127, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.982081]","[0.8862996100000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",0.0,go_home,unemployed
2279,4,"[1.0, 0.95, 1.0, 1.0]","[1.0, 0.999, 0.9992, 1.0]","[1.0, 0.85, 0.98]","[1.0, 0.99, 0.98]",8426.758333333331,go_grocery,employed
2280,0,"[1.0, 0.92, 0.9868964641802824, 0.6968495367620421]","[1.0, 0.995, 0.999, 1.0]","[1.0, 0.97, 0.98]","[1.0, 0.99, 0.99]",2179.9749999999995,go_grocery,retired
2280,1,"[0.2335924279944694, 1.0, 1.0, 0.994014980014994]","[0.9898432518651961, 1.0, 1.0, 0.9703725093562657]","[0.5678692520410001, 1.0, 1.0]","[0.9414801494009999, 1.0, 1.0]",0.0,go_reception_center,homeless
2280,2,"[0.6708954231945375, 1.0, 1.0, 0.6533734524684215]","[1.0, 1.0, 1.0, 0.9218555832902952]","[1.0, 1.0, 0.4813339857958876]","[1.0, 1.0, 0.25241955756318124]",1584.0,go_home,student
2280,3,"[0.43867321871304127, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.982081]","[0.8862996100000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",0.0,go_home,unemployed
2280,4,"[1.0, 0.95, 0.9, 1.0]","[1.0, 0.999, 0.9992, 1.0]","[1.0, 0.85, 0.98]","[1.0, 0.99, 0.98]",8426.758333333331,go_grocery,employed
2281,0,"[1.0, 0.92, 0.9868964641802824, 0.6968495367620421]","[1.0, 0.995, 0.999, 1.0]","[1.0, 0.97, 0.98]","[1.0, 0.99, 0.99]",2179.9749999999995,go_grocery,retired
2281,1,"[0.2335924279944694, 1.0, 1.0, 0.994014980014994]","[0.9898432518651961, 1.0, 1.0, 0.9703725093562657]","[0.5678692520410001, 1.0, 1.0]","[0.9414801494009999, 1.0, 1.0]",0.0,go_reception_center,homeless
2281,2,"[0.6708954231945375, 1.0, 1.0, 0.6533734524684215]","[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 0.4813339857958876]","[1.0, 1.0, 0.25241955756318124]",1584.0,go_home,student
2281,3,"[0.43867321871304127, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.982081]","[0.8862996100000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",0.0,go_home,unemployed
2281,4,"[1.0, 0.95, 0.9, 1.0]","[1.0, 1.0, 1.0, 1.0]","[1.0, 0.85, 0.98]","[1.0, 1.0, 0.98]",8426.758333333331,go_grocery,employed
2282,0,"[1.0, 0.92, 0.9868964641802824, 0.6968495367620421]","[1.0, 0.995, 0.999, 1.0]","[1.0, 0.97, 0.98]","[1.0, 0.99, 0.99]",2179.9749999999995,go_grocery,retired
2282,1,"[0.2335924279944694, 1.0, 1.0, 0.994014980014994]","[0.9898432518651961, 1.0, 1.0, 0.9703725093562657]","[0.5678692520410001, 1.0, 1.0]","[0.9414801494009999, 1.0, 1.0]",0.0,go_reception_center,homeless
2282,2,"[0.6708954231945375, 1.0, 1.0, 0.6533734524684215]","[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 0.4813339857958876]","[1.0, 1.0, 0.25241955756318124]",1584.0,go_home,student
2282,3,"[0.43867321871304127, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.982081]","[0.8862996100000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",0.0,go_home,unemployed
2282,4,"[1.0, 0.95, 0.9, 1.0]","[1.0, 1.0, 1.0, 1.0]","[1.0, 0.85, 0.98]","[1.0, 1.0, 0.98]",8426.758333333331,go_grocery,employed
2283,0,"[1.0, 0.92, 0.9868964641802824, 0.6968495367620421]","[1.0, 0.995, 0.999, 1.0]","[1.0, 0.97, 0.98]","[1.0, 0.99, 0.99]",2179.9749999999995,go_grocery,retired
2283,1,"[0.2335924279944694, 1.0, 1.0, 0.994014980014994]","[0.9898432518651961, 1.0, 1.0, 0.9703725093562657]","[0.5678692520410001, 1.0, 1.0]","[0.9414801494009999, 1.0, 1.0]",0.0,go_reception_center,homeless
2283,2,"[0.6708954231945375, 1.0, 1.0, 0.6533734524684215]","[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 0.4813339857958876]","[1.0, 1.0, 0.25241955756318124]",1584.0,go_home,student
2283,3,"[0.43867321871304127, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.982081]","[0.8862996100000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",0.0,go_home,unemployed
2283,4,"[1.0, 0.95, 0.9, 1.0]","[1.0, 1.0, 1.0, 1.0]","[1.0, 0.85, 0.98]","[1.0, 1.0, 0.98]",8426.758333333331,go_grocery,employed
2284,0,"[1.0, 0.92, 0.9868964641802824, 0.6968495367620421]","[1.0, 0.995, 0.999, 1.0]","[1.0, 0.97, 0.98]","[1.0, 0.99, 0.99]",2179.9749999999995,go_grocery,retired
2284,1,"[0.2335924279944694, 1.0, 1.0, 0.994014980014994]","[0.9898432518651961, 1.0, 1.0, 0.9703725093562657]","[0.5678692520410001, 1.0, 1.0]","[0.9414801494009999, 1.0, 1.0]",0.0,go_reception_center,homeless
2284,2,"[0.6708954231945375, 1.0, 1.0, 0.6533734524684215]","[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 0.4813339857958876]","[1.0, 1.0, 0.25241955756318124]",1584.0,go_home,student
2284,3,"[0.43867321871304127, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.982081]","[0.8862996100000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",0.0,go_home,unemployed
2284,4,"[1.0, 0.95, 0.9, 1.0]","[1.0, 1.0, 1.0, 1.0]","[1.0, 0.85, 0.98]","[1.0, 1.0, 0.98]",8426.758333333331,go_grocery,employed
2285,0,"[1.0, 0.92, 0.9868964641802824, 0.6968495367620421]","[1.0, 0.995, 0.999, 1.0]","[1.0, 0.97, 0.98]","[1.0, 0.99, 0.99]",2179.9749999999995,go_grocery,retired
2285,1,"[0.2335924279944694, 1.0, 1.0, 0.994014980014994]","[0.9898432518651961, 1.0, 1.0, 0.9703725093562657]","[0.5678692520410001, 1.0, 1.0]","[0.9414801494009999, 1.0, 1.0]",0.0,go_reception_center,homeless
2285,2,"[0.6708954231945375, 1.0, 1.0, 0.6533734524684215]","[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 0.4813339857958876]","[1.0, 1.0, 0.25241955756318124]",1584.0,go_home,student
2285,3,"[0.43867321871304127, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.982081]","[0.8862996100000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",0.0,go_home,unemployed
2285,4,"[1.0, 0.95, 0.9, 1.0]","[1.0, 1.0, 1.0, 1.0]","[1.0, 0.85, 0.98]","[1.0, 1.0, 0.98]",8426.758333333331,go_grocery,employed
2286,0,"[1.0, 0.92, 0.9868964641802824, 0.6968495367620421]","[1.0, 0.995, 0.999, 1.0]","[1.0, 0.97, 0.98]","[1.0, 0.99, 0.99]",2179.9749999999995,go_grocery,retired
2286,1,"[0.2335924279944694, 1.0, 1.0, 0.994014980014994]","[0.9898432518651961, 1.0, 1.0, 0.9703725093562657]","[0.5678692520410001, 1.0, 1.0]","[0.9414801494009999, 1.0, 1.0]",0.0,go_reception_center,homeless
2286,2,"[0.6708954231945375, 1.0, 1.0, 0.6533734524684215]","[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 0.4813339857958876]","[1.0, 1.0, 0.25241955756318124]",1584.0,go_home,student
2286,3,"[0.43867321871304127, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.982081]","[0.8862996100000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",0.0,go_home,unemployed
2286,4,"[1.0, 0.95, 0.9, 1.0]","[1.0, 1.0, 1.0, 1.0]","[1.0, 0.85, 0.98]","[1.0, 1.0, 0.98]",8426.758333333331,go_grocery,employed
2287,0,"[1.0, 0.92, 0.9868964641802824, 0.6968495367620421]","[1.0, 0.995, 0.999, 1.0]","[1.0, 0.97, 0.98]","[1.0, 0.99, 0.99]",2179.9749999999995,go_grocery,retired
2287,1,"[0.2335924279944694, 1.0, 1.0, 0.994014980014994]","[0.9898432518651961, 1.0, 1.0, 0.9703725093562657]","[0.5678692520410001, 1.0, 1.0]","[0.9414801494009999, 1.0, 1.0]",0.0,go_reception_center,homeless
2287,2,"[0.6708954231945375, 1.0, 1.0, 0.6533734524684215]","[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 0.4813339857958876]","[1.0, 1.0, 0.25241955756318124]",1584.0,go_home,student
2287,3,"[0.43867321871304127, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.982081]","[0.8862996100000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",0.0,go_home,unemployed
2287,4,"[1.0, 0.95, 0.9, 1.0]","[1.0, 1.0, 1.0, 1.0]","[1.0, 0.85, 0.98]","[1.0, 1.0, 0.98]",8426.758333333331,go_grocery,employed
2288,0,"[1.0, 0.92, 0.9868964641802824, 0.6968495367620421]","[1.0, 0.995, 0.999, 1.0]","[1.0, 0.97, 0.98]","[1.0, 0.99, 0.99]",2179.9749999999995,go_grocery,retired
2288,1,"[0.2335924279944694, 1.0, 1.0, 0.994014980014994]","[0.9898432518651961, 1.0, 1.0, 0.9703725093562657]","[0.5678692520410001, 1.0, 1.0]","[0.9414801494009999, 1.0, 1.0]",0.0,go_reception_center,homeless
2288,2,"[0.6708954231945375, 1.0, 1.0, 0.6533734524684215]","[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 0.4813339857958876]","[1.0, 1.0, 0.25241955756318124]",1584.0,go_home,student
2288,3,"[0.43867321871304127, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.982081]","[0.8862996100000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",0.0,go_home,unemployed
2288,4,"[1.0, 0.95, 0.9, 1.0]","[1.0, 1.0, 1.0, 1.0]","[1.0, 0.85, 0.98]","[1.0, 1.0, 0.98]",8426.758333333331,go_grocery,employed
2289,0,"[1.0, 0.8464, 0.898075782404057, 0.8232275923505971]","[1.0, 0.990025, 0.998001, 1.0]","[1.0, 0.9409, 0.9603999999999999]","[1.0, 0.9801, 0.9801]",2179.9749999999995,go_hospital,retired
2289,1,"[0.1915457909554649, 1.0, 1.0, 0.993020965034979]","[0.9881605183370252, 1.0, 1.0, 0.9655206468094844]","[0.5167610193573101, 1.0, 1.0]","[0.9320653479069899, 1.0, 1.0]",0.0,go_reception_center,homeless
2289,2,"[0.6484252927875754, 1.0, 1.0, 0.6530467657421873]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 0.5732005872162989]","[1.0, 1.0, 0.341935646050545]",1580.0,go_leisure,student
2289,3,"[0.4655893857821199, 1.0, 1.0, 0.9979014696569999]","[1.0, 1.0, 1.0, 0.9732422709999999]","[0.9115326451000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",0.0,go_home,unemployed
2289,4,"[1.0, 0.9025, 0.8370000000000001, 1.0]","[1.0, 0.999, 0.9992, 1.0]","[1.0, 0.7224999999999999, 0.9603999999999999]","[1.0, 0.99, 0.9603999999999999]",8426.758333333331,go_home,employed
2290,0,"[0.825, 1.0, 0.8172489619876919, 1.0]","[0.9988, 1.0, 0.997002999, 1.0]","[0.8, 1.0, 0.9411919999999999]","[0.99, 1.0, 0.9702989999999999]",2179.9749999999995,go_home,retired
2290,1,"[0.1570675485834812, 1.0, 1.0, 0.9920279440699441]","[0.9864806454558522, 1.0, 1.0, 0.960693043575437]","[0.47025252761515224, 1.0, 1.0]","[0.92274469442792, 1.0, 1.0]",0.0,go_reception_center,homeless
2290,2,"[0.6652244871579361, 0.95, 0.96, 0.6527202423593162]","[1.0, 0.993, 0.997, 0.982081]","[1.0, 0.85, 0.515880528494669]","[1.0, 0.99, 0.273548516840436]",1576.0,go_leisure,student
2290,3,"[0.4877144751129025, 1.0, 1.0, 0.9972029386282399]","[1.0, 1.0, 1.0, 0.9644830905609999]","[0.9344947070410001, 1.0, 1.0]","[1.0, 1.0, 1.0]",0.0,go_home,unemployed
2290,4,"[0.9269999999999999, 1.0, 0.9184100000000002, 0.9993]","[1.0, 1.0, 1.0, 0.998]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",8426.758333333331,go_home,employed
2291,0,"[0.7856249999999999, 1.0, 0.8836965554087997, 0.88]","[1.0, 1.0, 1.0, 0.998]","[0.7450000000000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",2179.9749999999995,go_home,retired
2291,1,"[0.1287953898384546, 1.0, 1.0, 0.9910359161258742]","[0.9848036283585773, 1.0, 1.0, 0.9558895783575597]","[0.42792980012978854, 1.0, 1.0]","[0.9135172474836407, 1.0, 1.0]",0.0,go_reception_center,homeless
2291,2,"[0.6788318345979283, 0.9025, 0.9216, 0.6523938822381367]","[1.0, 0.986049, 0.994009, 0.9732422709999999]","[1.0, 0.7224999999999999, 0.46429247564520215]","[1.0, 0.9801, 0.21883881347234882]",1572.0,go_leisure,student
2291,3,"[0.5059012985428059, 1.0, 1.0, 0.9965048965712001]","[1.0, 1.0, 1.0, 0.9558027427459509]","[0.9553901834073101, 1.0, 1.0]","[1.0, 1.0, 1.0]",0.0,go_home,unemployed
2291,4,"[0.8669939999999999, 1.0, 0.9941213000000002, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",8421.758333333331,go_grocery,employed
2292,0,"[0.7531406249999999, 1.0, 0.9441638654220077, 0.7744]","[1.0, 1.0, 1.0, 0.996004]","[0.7010000000000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",2179.9749999999995,go_home,retired
2292,1,"[0.10561221966753276, 1.0, 1.0, 0.9900448802097482]","[0.9831294621903677, 1.0, 1.0, 0.9511101304657719]","[0.38941611811810756, 1.0, 1.0]","[0.9043820750088043, 1.0, 1.0]",0.0,beg,homeless
2292,2,"[0.689853786024322, 0.8573749999999999, 0.884736, 0.6520676852970176]","[1.0, 0.9791466569999999, 0.991026973, 0.9644830905609999]","[1.0, 0.6141249999999999, 0.41786322808068194]","[1.0, 0.9702989999999999, 0.17507105077787907]",1572.0,go_home,student
2292,3,"[0.5208508674021864, 1.0, 1.0, 0.9958073431436002]","[1.0, 1.0, 1.0, 0.9472005180612373]","[0.9744050669006522, 1.0, 1.0]","[1.0, 1.0, 1.0]",0.0,go_home,unemployed
2292,4,"[1.0, 0.95, 0.9245328090000002, 1.0]","[1.0, 0.999, 0.9992, 1.0]","[1.0, 0.85, 0.98]","[1.0, 0.99, 0.98]",8416.758333333331,go_grocery,employed
2293,0,"[0.7263410156249999, 1.0, 0.9991891175340271, 0.681472]","[1.0, 1.0, 1.0, 0.994011992]","[0.6658000000000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",2179.9749999999995,go_home,retired
2293,1,"[0.08660202012737686, 0.9, 0.92, 0.9890548353295385]","[0.981458142104644, 0.999, 0.99, 0.946354579813443]","[0.35436866748747786, 0.995, 0.98]","[0.8953382542587163, 0.99, 0.99]",0.0,beg,homeless
2293,2,"[0.6637815666797009, 1.0, 0.98934656, 0.6517416514543691]","[1.0, 1.0, 1.0, 0.9558027427459509]","[1.0, 1.0, 0.5160769052726137]","[1.0, 1.0, 0.28005684062230324]",1572.0,go_home,student
2293,3,"[0.5331394130045972, 1.0, 1.0, 0.9951102780033997]","[1.0, 1.0, 1.0, 0.9386757133986862]","[0.9917086108795935, 1.0, 1.0]","[1.0, 1.0, 1.0]",0.0,steal_food,unemployed
2293,4,"[1.0, 0.9025, 0.8598155123700003, 1.0]","[1.0, 0.998001, 0.99840064, 1.0]","[1.0, 0.7224999999999999, 0.9603999999999999]","[1.0, 0.9801, 0.9603999999999999]",8416.758333333331,go_home,employed
2294,0,"[0.7042313378906249, 1.0, 1.0, 0.59969536]","[1.0, 1.0, 1.0, 0.992023968016]","[0.6376400000000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",2174.9749999999995,go_grocery,retired
2294,1,"[0.07101365650444902, 0.81, 0.8464, 0.988065780494209]","[0.979789663263066, 0.998001, 0.9801, 0.9416228069143757]","[0.3224754874136049, 0.990025, 0.9603999999999999]","[0.8863848717161291, 0.9801, 0.9801]",0.0,go_reception_center,homeless
2294,2,"[0.6426630690105577, 1.0, 1.0, 0.651415780628642]","[1.0, 1.0, 1.0, 0.9472005180612373]","[1.0, 1.0, 0.6044692147453523]","[1.0, 1.0, 0.3640454724978426]",1568.0,go_leisure,student
2294,3,"[0.4382405974897789, 0.95, 0.94, 1.0]","[0.9983, 0.991, 0.995, 1.0]","[0.9024548359004301, 0.87, 0.98]","[0.99, 0.99, 0.97]",0.0,steal_food,unemployed
2294,4,"[0.9269999999999999, 1.0, 0.9396284265041004, 0.9993]","[1.0, 1.0, 1.0, 0.998]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",8416.758333333331,go_home,employed
