Step,AgentID,physiological,safety,belonging,esteem,wealth,actions,status
861,0,"[0.9299999999999999, 1.0, 1.0, 0.75609959636992]","[1.0, 1.0, 1.0, 0.998]","[0.905, 1.0, 1.0]","[1.0, 1.0, 1.0]",1304.7749999999999,go_home,retired
861,1,"[0.7871119941151343, 0.9, 1.0, 1.0]","[1.0, 0.999, 0.99, 1.0]","[1.0, 0.995, 0.98]","[1.0, 0.99, 0.99]",0.0,beg,homeless
861,2,"[0.6710120146019879, 1.0, 1.0, 0.8521096925306499]","[1.0, 1.0, 1.0, 0.9218555832902952]","[1.0, 1.0, 0.47889551083188187]","[1.0, 1.0, 0.25204794413896886]",1564.0,go_home,student
861,3,"[1.0, 0.95, 1.0, 1.0]","[1.0, 0.991, 0.995, 1.0]","[1.0, 0.87, 0.98]","[1.0, 0.99, 0.97]",1127.1666666666667,go_grocery,unemployed
861,4,"[1.0, 0.9025, 1.0, 1.0]","[1.0, 0.998001, 0.99840064, 1.0]","[1.0, 0.7224999999999999, 0.9603999999999999]","[1.0, 0.9801, 0.9603999999999999]",5665.924999999999,go_home,employed
862,0,"[0.9299999999999999, 1.0, 1.0, 0.75609959636992]","[1.0, 1.0, 1.0, 0.998]","[0.905, 1.0, 1.0]","[1.0, 1.0, 1.0]",1304.7749999999999,go_home,retired
862,1,"[0.7871119941151343, 0.9, 1.0, 1.0]","[1.0, 0.999, 0.99, 1.0]","[1.0, 0.995, 0.98]","[1.0, 0.99, 0.99]",0.0,beg,homeless
862,2,"[0.6710120146019879, 1.0, 1.0, 0.8521096925306499]","[1.0, 1.0, 1.0, 0.9218555832902952]","[1.0, 1.0, 0.47889551083188187]","[1.0, 1.0, 0.25204794413896886]",1564.0,go_home,student
862,3,"[1.0, 0.95, 1.0, 1.0]","[1.0, 0.991, 0.995, 1.0]","[1.0, 0.87, 0.98]","[1.0, 0.99, 0.97]",1127.1666666666667,go_grocery,unemployed
862,4,"[1.0, 0.9025, 1.0, 1.0]","[1.0, 0.998001, 0.99840064, 1.0]","[1.0, 0.7224999999999999, 0.9603999999999999]","[1.0, 0.9801, 0.9603999999999999]",5665.924999999999,go_home,employed
863,0,"[0.9299999999999999, 1.0, 1.0, 0.75609959636992]","[1.0, 1.0, 1.0, 0.998]","[0.905, 1.0, 1.0]","[1.0, 1.0, 1.0]",1304.7749999999999,go_home,retired
863,1,"[0.7871119941151343, 0.9, 1.0, 1.0]","[1.0, 0.999, 0.99, 1.0]","[1.0, 0.995, 0.98]","[1.0, 0.99, 0.99]",0.0,beg,homeless
863,2,"[0.6710120146019879, 1.0, 1.0, 0.8521096925306499]","[1.0, 1.0, 1.0, 0.9218555832902952]","[1.0, 1.0, 0.47889551083188187]","[1.0, 1.0, 0.25204794413896886]",1564.0,go_home,student
863,3,"[1.0, 0.95, 1.0, 1.0]","[1.0, 0.991, 0.995, 1.0]","[1.0, 0.87, 0.98]","[1.0, 0.99, 0.97]",1127.1666666666667,go_grocery,unemployed
863,4,"[1.0, 0.9025, 1.0, 1.0]","[1.0, 0.998001, 0.99840064, 1.0]","[1.0, 0.7224999999999999, 0.9603999999999999]","[1.0, 0.9801, 0.9603999999999999]",5665.924999999999,go_home,employed
864,0,"[0.9299999999999999, 1.0, 0.9500981623951572, 0.75609959636992]","[1.0, 1.0, 1.0, 0.998]","[0.905, 1.0, 1.0]","[1.0, 1.0, 1.0]",1304.7749999999999,go_home,retired
864,1,"[0.7871119941151343, 0.9, 0.9, 1.0]","[1.0, 0.999, 0.99, 1.0]","[1.0, 0.995, 0.98]","[1.0, 0.99, 0.99]",0.0,beg,homeless
864,2,"[0.6710120146019879, 1.0, 1.0, 0.8521096925306499]","[1.0, 1.0, 1.0, 0.9218555832902952]","[1.0, 1.0, 0.47889551083188187]","[1.0, 1.0, 0.25204794413896886]",1564.0,go_home,student
864,3,"[1.0, 0.95, 1.0, 1.0]","[1.0, 0.991, 0.995, 1.0]","[1.0, 0.87, 0.98]","[1.0, 0.99, 0.97]",1127.1666666666667,go_grocery,unemployed
864,4,"[1.0, 0.9025, 0.9, 1.0]","[1.0, 0.998001, 0.99840064, 1.0]","[1.0, 0.7224999999999999, 0.9603999999999999]","[1.0, 0.9801, 0.9603999999999999]",5665.924999999999,go_home,employed
865,0,"[0.9299999999999999, 1.0, 0.9500981623951572, 0.75609959636992]","[1.0, 1.0, 1.0, 0.998]","[0.905, 1.0, 1.0]","[1.0, 1.0, 1.0]",1304.7749999999999,go_home,retired
865,1,"[0.7871119941151343, 0.9, 0.9, 1.0]","[1.0, 0.999, 0.99, 1.0]","[1.0, 0.995, 0.98]","[1.0, 0.99, 0.99]",0.0,beg,homeless
865,2,"[0.6710120146019879, 1.0, 1.0, 0.8521096925306499]","[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 0.47889551083188187]","[1.0, 1.0, 0.25204794413896886]",1564.0,go_home,student
865,3,"[1.0, 0.95, 1.0, 1.0]","[1.0, 0.991, 0.995, 1.0]","[1.0, 0.87, 0.98]","[1.0, 0.99, 0.97]",1127.1666666666667,go_grocery,unemployed
865,4,"[1.0, 0.9025, 0.9, 1.0]","[1.0, 1.0, 1.0, 1.0]","[1.0, 0.7224999999999999, 0.9603999999999999]","[1.0, 1.0, 0.9603999999999999]",5665.924999999999,go_home,employed
866,0,"[0.9299999999999999, 1.0, 0.9500981623951572, 0.75609959636992]","[1.0, 1.0, 1.0, 0.998]","[0.905, 1.0, 1.0]","[1.0, 1.0, 1.0]",1304.7749999999999,go_home,retired
866,1,"[0.7871119941151343, 0.9, 0.9, 1.0]","[1.0, 0.999, 0.99, 1.0]","[1.0, 0.995, 0.98]","[1.0, 0.99, 0.99]",0.0,beg,homeless
866,2,"[0.6710120146019879, 1.0, 1.0, 0.8521096925306499]","[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 0.47889551083188187]","[1.0, 1.0, 0.25204794413896886]",1564.0,go_home,student
866,3,"[1.0, 0.95, 1.0, 1.0]","[1.0, 0.991, 0.995, 1.0]","[1.0, 0.87, 0.98]","[1.0, 0.99, 0.97]",1127.1666666666667,go_grocery,unemployed
866,4,"[1.0, 0.9025, 0.9, 1.0]","[1.0, 1.0, 1.0, 1.0]","[1.0, 0.7224999999999999, 0.9603999999999999]","[1.0, 1.0, 0.9603999999999999]",5665.924999999999,go_home,employed
867,0,"[0.9299999999999999, 1.0, 0.9500981623951572, 0.75609959636992]","[1.0, 1.0, 1.0, 0.998]","[0.905, 1.0, 1.0]","[1.0, 1.0, 1.0]",1304.7749999999999,go_home,retired
867,1,"[0.7871119941151343, 0.9, 0.9, 1.0]","[1.0, 0.999, 0.99, 1.0]","[1.0, 0.995, 0.98]","[1.0, 0.99, 0.99]",0.0,beg,homeless
867,2,"[0.6710120146019879, 1.0, 1.0, 0.8521096925306499]","[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 0.47889551083188187]","[1.0, 1.0, 0.25204794413896886]",1564.0,go_home,student
867,3,"[1.0, 0.95, 1.0, 1.0]","[1.0, 0.991, 0.995, 1.0]","[1.0, 0.87, 0.98]","[1.0, 0.99, 0.97]",1127.1666666666667,go_grocery,unemployed
867,4,"[1.0, 0.9025, 0.9, 1.0]","[1.0, 1.0, 1.0, 1.0]","[1.0, 0.7224999999999999, 0.9603999999999999]","[1.0, 1.0, 0.9603999999999999]",5665.924999999999,go_home,employed
868,0,"[0.9299999999999999, 1.0, 0.9500981623951572, 0.75609959636992]","[1.0, 1.0, 1.0, 0.998]","[0.905, 1.0, 1.0]","[1.0, 1.0, 1.0]",1304.7749999999999,go_home,retired
868,1,"[0.7871119941151343, 0.9, 0.9, 1.0]","[1.0, 0.999, 0.99, 1.0]","[1.0, 0.995, 0.98]","[1.0, 0.99, 0.99]",0.0,beg,homeless
868,2,"[0.6710120146019879, 1.0, 1.0, 0.8521096925306499]","[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 0.47889551083188187]","[1.0, 1.0, 0.25204794413896886]",1564.0,go_home,student
868,3,"[1.0, 0.95, 1.0, 1.0]","[1.0, 0.991, 0.995, 1.0]","[1.0, 0.87, 0.98]","[1.0, 0.99, 0.97]",1127.1666666666667,go_grocery,unemployed
868,4,"[1.0, 0.9025, 0.9, 1.0]","[1.0, 1.0, 1.0, 1.0]","[1.0, 0.7224999999999999, 0.9603999999999999]","[1.0, 1.0, 0.9603999999999999]",5665.924999999999,go_home,employed
869,0,"[0.9299999999999999, 1.0, 0.9500981623951572, 0.75609959636992]","[1.0, 1.0, 1.0, 0.998]","[0.905, 1.0, 1.0]","[1.0, 1.0, 1.0]",1304.7749999999999,go_home,retired
869,1,"[0.7871119941151343, 0.9, 0.9, 1.0]","[1.0, 0.999, 0.99, 1.0]","[1.0, 0.995, 0.98]","[1.0, 0.99, 0.99]",0.0,beg,homeless
869,2,"[0.6710120146019879, 1.0, 1.0, 0.8521096925306499]","[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 0.47889551083188187]","[1.0, 1.0, 0.25204794413896886]",1564.0,go_home,student
869,3,"[1.0, 0.95, 1.0, 1.0]","[1.0, 0.991, 0.995, 1.0]","[1.0, 0.87, 0.98]","[1.0, 0.99, 0.97]",1127.1666666666667,go_grocery,unemployed
869,4,"[1.0, 0.9025, 0.9, 1.0]","[1.0, 1.0, 1.0, 1.0]","[1.0, 0.7224999999999999, 0.9603999999999999]","[1.0, 1.0, 0.9603999999999999]",5665.924999999999,go_home,employed
870,0,"[0.9299999999999999, 1.0, 0.9500981623951572, 0.75609959636992]","[1.0, 1.0, 1.0, 0.998]","[0.905, 1.0, 1.0]","[1.0, 1.0, 1.0]",1304.7749999999999,go_home,retired
870,1,"[0.7871119941151343, 0.9, 0.9, 1.0]","[1.0, 0.999, 0.99, 1.0]","[1.0, 0.995, 0.98]","[1.0, 0.99, 0.99]",0.0,beg,homeless
870,2,"[0.6710120146019879, 1.0, 1.0, 0.8521096925306499]","[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 0.47889551083188187]","[1.0, 1.0, 0.25204794413896886]",1564.0,go_home,student
870,3,"[1.0, 0.95, 1.0, 1.0]","[1.0, 0.991, 0.995, 1.0]","[1.0, 0.87, 0.98]","[1.0, 0.99, 0.97]",1127.1666666666667,go_grocery,unemployed
870,4,"[1.0, 0.9025, 0.9, 1.0]","[1.0, 1.0, 1.0, 1.0]","[1.0, 0.7224999999999999, 0.9603999999999999]","[1.0, 1.0, 0.9603999999999999]",5665.924999999999,go_home,employed
871,0,"[0.9299999999999999, 1.0, 0.9500981623951572, 0.75609959636992]","[1.0, 1.0, 1.0, 0.998]","[0.905, 1.0, 1.0]","[1.0, 1.0, 1.0]",1304.7749999999999,go_home,retired
871,1,"[0.7871119941151343, 0.9, 0.9, 1.0]","[1.0, 0.999, 0.99, 1.0]","[1.0, 0.995, 0.98]","[1.0, 0.99, 0.99]",0.0,beg,homeless
871,2,"[0.6710120146019879, 1.0, 1.0, 0.8521096925306499]","[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 0.47889551083188187]","[1.0, 1.0, 0.25204794413896886]",1564.0,go_home,student
871,3,"[1.0, 0.95, 1.0, 1.0]","[1.0, 0.991, 0.995, 1.0]","[1.0, 0.87, 0.98]","[1.0, 0.99, 0.97]",1127.1666666666667,go_grocery,unemployed
871,4,"[1.0, 0.9025, 0.9, 1.0]","[1.0, 1.0, 1.0, 1.0]","[1.0, 0.7224999999999999, 0.9603999999999999]","[1.0, 1.0, 0.9603999999999999]",5665.924999999999,go_home,employed
872,0,"[0.9299999999999999, 1.0, 0.9500981623951572, 0.75609959636992]","[1.0, 1.0, 1.0, 0.998]","[0.905, 1.0, 1.0]","[1.0, 1.0, 1.0]",1304.7749999999999,go_home,retired
872,1,"[0.7871119941151343, 0.9, 0.9, 1.0]","[1.0, 0.999, 0.99, 1.0]","[1.0, 0.995, 0.98]","[1.0, 0.99, 0.99]",0.0,beg,homeless
872,2,"[0.6710120146019879, 1.0, 1.0, 0.8521096925306499]","[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 0.47889551083188187]","[1.0, 1.0, 0.25204794413896886]",1564.0,go_home,student
872,3,"[1.0, 0.95, 1.0, 1.0]","[1.0, 0.991, 0.995, 1.0]","[1.0, 0.87, 0.98]","[1.0, 0.99, 0.97]",1127.1666666666667,go_grocery,unemployed
872,4,"[1.0, 0.9025, 0.9, 1.0]","[1.0, 1.0, 1.0, 1.0]","[1.0, 0.7224999999999999, 0.9603999999999999]","[1.0, 1.0, 0.9603999999999999]",5665.924999999999,go_home,employed
873,0,"[0.8722499999999999, 1.0, 1.0, 0.6653676448055296]","[1.0, 1.0, 1.0, 0.996004]","[0.8290000000000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",1304.7749999999999,go_home,retired
873,1,"[0.6454318351744102, 0.81, 0.8280000000000001, 0.999]","[0.9983, 0.998001, 0.9801, 0.995]","[0.91, 0.990025, 0.9603999999999999]","[0.99, 0.9801, 0.9801]",0.0,go_reception_center,homeless
873,2,"[0.6485197318276102, 1.0, 1.0, 0.8516836376843847]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 0.5710059597486937]","[1.0, 1.0, 0.3416383553111751]",1560.0,go_leisure,student
873,3,"[1.0, 0.9025, 0.94, 1.0]","[1.0, 0.982081, 0.990025, 1.0]","[1.0, 0.7569, 0.9603999999999999]","[1.0, 0.9801, 0.9409]",1127.1666666666667,go_home,unemployed
873,4,"[0.9269999999999999, 1.0, 0.9770000000000001, 0.9993]","[1.0, 1.0, 1.0, 0.998]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5665.924999999999,go_home,employed
874,0,"[0.8246062499999999, 1.0, 1.0, 0.585523527428866]","[1.0, 1.0, 1.0, 0.994011992]","[0.7682000000000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",1304.7749999999999,go_hospital,retired
874,1,"[0.5292541048430163, 0.9390000000000001, 1.0, 0.998001]","[0.9966028899999999, 1.0, 1.0, 0.990025]","[0.8281000000000001, 1.0, 1.0]","[0.9801, 1.0, 1.0]",0.0,go_reception_center,homeless
874,2,"[0.6653009827803643, 0.95, 0.96, 0.8512577958655425]","[1.0, 0.993, 0.997, 0.982081]","[1.0, 0.85, 0.5139053637738243]","[1.0, 0.99, 0.27331068424894006]",1556.0,go_leisure,student
874,3,"[0.9269999999999999, 1.0, 1.0, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",1127.1666666666667,go_home,unemployed
874,4,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5660.924999999999,go_grocery,employed
875,0,"[0.6803001562499998, 1.0, 0.91, 1.0]","[0.9988, 1.0, 0.999, 1.0]","[0.6145600000000001, 1.0, 0.98]","[0.99, 1.0, 0.99]",1304.7749999999999,go_hospital,retired
875,1,"[0.4339883659712733, 1.0, 1.0, 0.997002999]","[0.9949086650869998, 1.0, 1.0, 0.985074875]","[0.7535710000000001, 1.0, 1.0]","[0.9702989999999999, 1.0, 1.0]",0.0,go_reception_center,homeless
875,2,"[0.6788937960520951, 0.9025, 0.9216, 0.8508321669676098]","[1.0, 0.986049, 0.994009, 0.9732422709999999]","[1.0, 0.7224999999999999, 0.4625148273964419]","[1.0, 0.9801, 0.21864854739915207]",1552.0,go_leisure,student
875,3,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.982081]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",1122.1666666666667,go_grocery,unemployed
875,4,"[1.0, 0.95, 0.93, 1.0]","[1.0, 0.999, 0.9992, 1.0]","[1.0, 0.85, 0.98]","[1.0, 0.99, 0.98]",5655.924999999999,go_grocery,employed
876,0,"[0.5612476289062498, 1.0, 0.8281000000000001, 1.0]","[0.9976014400000001, 1.0, 0.998001, 1.0]","[0.4916480000000001, 1.0, 0.9603999999999999]","[0.9801, 1.0, 0.9801]",1304.7749999999999,go_home,retired
876,1,"[0.35587046009644413, 1.0, 1.0, 0.996005996001]","[0.9932173203563519, 1.0, 1.0, 0.9801495006250001]","[0.6857496100000001, 1.0, 1.0]","[0.96059601, 1.0, 1.0]",0.0,go_reception_center,homeless
876,2,"[0.6899039748021971, 0.8573749999999999, 0.884736, 0.850406750884126]","[1.0, 0.9791466569999999, 0.991026973, 0.9644830905609999]","[1.0, 0.6141249999999999, 0.4162633446567977]","[1.0, 0.9702989999999999, 0.17491883791932167]",1552.0,go_home,student
876,3,"[1.0, 0.95, 0.94, 1.0]","[1.0, 0.991, 0.995, 1.0]","[1.0, 0.87, 0.98]","[1.0, 0.99, 0.97]",1117.1666666666667,go_grocery,unemployed
876,4,"[1.0, 0.9025, 0.8649000000000001, 1.0]","[1.0, 0.998001, 0.99840064, 1.0]","[1.0, 0.7224999999999999, 0.9603999999999999]","[1.0, 0.9801, 0.9603999999999999]",5655.924999999999,go_home,employed
877,0,"[0.5680292938476561, 1.0, 0.8935710000000001, 0.88]","[1.0, 1.0, 1.0, 0.998]","[0.49831840000000005, 1.0, 1.0]","[1.0, 1.0, 1.0]",1304.7749999999999,go_home,retired
877,1,"[0.2918137772790842, 1.0, 1.0, 0.995009990004999]","[0.991528850911746, 1.0, 1.0, 0.9752487531218751]","[0.6240321451000002, 1.0, 1.0]","[0.9509900498999999, 1.0, 1.0]",0.0,go_reception_center,homeless
877,2,"[0.6638222195897797, 1.0, 0.98934656, 0.8499815475086839]","[1.0, 1.0, 1.0, 0.9558027427459509]","[1.0, 1.0, 0.514637010191118]","[1.0, 1.0, 0.27993507033545734]",1552.0,go_home,student
877,3,"[1.0, 0.9025, 0.8835999999999999, 1.0]","[1.0, 0.982081, 0.990025, 1.0]","[1.0, 0.7569, 0.9603999999999999]","[1.0, 0.9801, 0.9409]",1117.1666666666667,go_home,unemployed
877,4,"[0.9269999999999999, 1.0, 0.9443570000000001, 0.9993]","[1.0, 1.0, 1.0, 0.998]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5655.924999999999,go_home,employed
878,0,"[0.5736241674243163, 1.0, 0.9531496100000001, 0.7744]","[1.0, 1.0, 1.0, 0.996004]","[0.5036547200000001, 1.0, 1.0]","[1.0, 1.0, 1.0]",1304.7749999999999,go_home,retired
878,1,"[0.23928729736884902, 1.0, 1.0, 0.994014980014994]","[0.9898432518651961, 1.0, 1.0, 0.9703725093562657]","[0.5678692520410001, 1.0, 1.0]","[0.9414801494009999, 1.0, 1.0]",0.0,go_reception_center,homeless
878,2,"[0.6426959978677216, 1.0, 1.0, 0.8495565567349297]","[1.0, 1.0, 1.0, 0.9472005180612373]","[1.0, 1.0, 0.6031733091720062]","[1.0, 1.0, 0.3639480562683659]",1548.0,go_leisure,student
878,3,"[0.9269999999999999, 1.0, 0.9705839999999999, 0.9993]","[1.0, 1.0, 1.0, 0.991]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",1117.1666666666667,go_home,unemployed
878,4,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.996004]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5650.924999999999,go_grocery,employed
879,0,"[0.5782399381250609, 1.0, 1.0, 0.681472]","[1.0, 1.0, 1.0, 0.994011992]","[0.5079237760000002, 1.0, 1.0]","[1.0, 1.0, 1.0]",1304.7749999999999,go_home,retired
879,1,"[0.1962155838424562, 1.0, 1.0, 0.993020965034979]","[0.9881605183370252, 1.0, 1.0, 0.9655206468094844]","[0.5167610193573101, 1.0, 1.0]","[0.9320653479069899, 1.0, 1.0]",0.0,go_reception_center,homeless
879,2,"[0.6605837582728545, 0.95, 0.96, 0.8491317784565623]","[1.0, 0.993, 0.997, 0.9386757133986862]","[1.0, 0.85, 0.5428559782548056]","[1.0, 0.99, 0.29115844501469273]",1544.0,go_leisure,student
879,3,"[0.8669939999999999, 1.0, 1.0, 0.99860049]","[1.0, 1.0, 1.0, 0.982081]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",1112.1666666666667,go_grocery,unemployed
879,4,"[1.0, 0.95, 0.93, 1.0]","[1.0, 0.999, 0.9992, 1.0]","[1.0, 0.85, 0.98]","[1.0, 0.99, 0.98]",5645.924999999999,go_grocery,employed
880,0,"[0.5820479489531752, 1.0, 1.0, 0.59969536]","[1.0, 1.0, 1.0, 0.992023968016]","[0.5113390208000002, 1.0, 1.0]","[1.0, 1.0, 1.0]",1299.7749999999999,go_grocery,retired
880,1,"[0.16089677875081407, 1.0, 1.0, 0.9920279440699441]","[0.9864806454558522, 1.0, 1.0, 0.960693043575437]","[0.47025252761515224, 1.0, 1.0]","[0.92274469442792, 1.0, 1.0]",0.0,go_reception_center,homeless
880,2,"[0.6750728442010122, 0.9025, 0.9216, 0.8487072125673341]","[1.0, 0.986049, 0.994009, 0.930227631978098]","[1.0, 0.7224999999999999, 0.48857038042932505]","[1.0, 0.9801, 0.2329267560117542]",1540.0,go_leisure,student
880,3,"[1.0, 0.95, 0.94, 1.0]","[1.0, 0.991, 0.995, 1.0]","[1.0, 0.87, 0.98]","[1.0, 0.99, 0.97]",1107.1666666666667,go_grocery,unemployed
880,4,"[1.0, 0.9025, 0.8649000000000001, 1.0]","[1.0, 0.998001, 0.99840064, 1.0]","[1.0, 0.7224999999999999, 0.9603999999999999]","[1.0, 0.9801, 0.9603999999999999]",5645.924999999999,go_home,employed
881,0,"[1.0, 0.92, 1.0, 0.7377319167999999]","[1.0, 0.995, 0.999, 1.0]","[1.0, 0.97, 0.98]","[1.0, 0.99, 0.99]",1294.7749999999999,go_grocery,retired
881,1,"[0.13193535857566752, 1.0, 1.0, 0.9910359161258742]","[0.9848036283585773, 1.0, 1.0, 0.9558895783575597]","[0.42792980012978854, 1.0, 1.0]","[0.9135172474836407, 1.0, 1.0]",0.0,go_reception_center,homeless
881,2,"[0.68680900380282, 0.8573749999999999, 1.0, 0.8482828589610505]","[1.0, 0.9791466569999999, 0.991026973, 0.9218555832902952]","[1.0, 0.6141249999999999, 0.43971334238639254]","[1.0, 0.9702989999999999, 0.18634140480940337]",1536.0,go_leisure,student
881,3,"[1.0, 0.9025, 1.0, 1.0]","[1.0, 0.982081, 0.990025, 1.0]","[1.0, 0.7569, 0.9603999999999999]","[1.0, 0.9801, 0.9409]",1107.1666666666667,go_home,unemployed
881,4,"[0.9269999999999999, 1.0, 1.0, 0.9993]","[1.0, 1.0, 1.0, 0.998]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5645.924999999999,go_home,employed
882,0,"[1.0, 0.92, 1.0, 0.7377319167999999]","[1.0, 0.995, 0.999, 1.0]","[1.0, 0.97, 0.98]","[1.0, 0.99, 0.99]",1294.7749999999999,go_grocery,retired
882,1,"[0.13193535857566752, 1.0, 1.0, 0.9910359161258742]","[0.9848036283585773, 1.0, 1.0, 0.9558895783575597]","[0.42792980012978854, 1.0, 1.0]","[0.9135172474836407, 1.0, 1.0]",0.0,go_reception_center,homeless
882,2,"[0.68680900380282, 0.8573749999999999, 1.0, 0.8482828589610505]","[1.0, 0.9791466569999999, 0.991026973, 0.9218555832902952]","[1.0, 0.6141249999999999, 0.43971334238639254]","[1.0, 0.9702989999999999, 0.18634140480940337]",1536.0,go_leisure,student
882,3,"[1.0, 0.9025, 1.0, 1.0]","[1.0, 0.982081, 0.990025, 1.0]","[1.0, 0.7569, 0.9603999999999999]","[1.0, 0.9801, 0.9409]",1107.1666666666667,go_home,unemployed
882,4,"[0.9269999999999999, 1.0, 1.0, 0.9993]","[1.0, 1.0, 1.0, 0.998]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5645.924999999999,go_home,employed
883,0,"[1.0, 0.92, 1.0, 0.7377319167999999]","[1.0, 0.995, 0.999, 1.0]","[1.0, 0.97, 0.98]","[1.0, 0.99, 0.99]",1294.7749999999999,go_grocery,retired
883,1,"[0.13193535857566752, 1.0, 1.0, 0.9910359161258742]","[0.9848036283585773, 1.0, 1.0, 0.9558895783575597]","[0.42792980012978854, 1.0, 1.0]","[0.9135172474836407, 1.0, 1.0]",0.0,go_reception_center,homeless
883,2,"[0.68680900380282, 0.8573749999999999, 1.0, 0.8482828589610505]","[1.0, 0.9791466569999999, 0.991026973, 0.9218555832902952]","[1.0, 0.6141249999999999, 0.43971334238639254]","[1.0, 0.9702989999999999, 0.18634140480940337]",1536.0,go_leisure,student
883,3,"[1.0, 0.9025, 1.0, 1.0]","[1.0, 0.982081, 0.990025, 1.0]","[1.0, 0.7569, 0.9603999999999999]","[1.0, 0.9801, 0.9409]",1107.1666666666667,go_home,unemployed
883,4,"[0.9269999999999999, 1.0, 1.0, 0.9993]","[1.0, 1.0, 1.0, 0.998]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5645.924999999999,go_home,employed
884,0,"[1.0, 0.92, 1.0, 0.7377319167999999]","[1.0, 0.995, 0.999, 1.0]","[1.0, 0.97, 0.98]","[1.0, 0.99, 0.99]",1294.7749999999999,go_grocery,retired
884,1,"[0.13193535857566752, 1.0, 1.0, 0.9910359161258742]","[0.9848036283585773, 1.0, 1.0, 0.9558895783575597]","[0.42792980012978854, 1.0, 1.0]","[0.9135172474836407, 1.0, 1.0]",0.0,go_reception_center,homeless
884,2,"[0.68680900380282, 0.8573749999999999, 1.0, 0.8482828589610505]","[1.0, 0.9791466569999999, 0.991026973, 0.9218555832902952]","[1.0, 0.6141249999999999, 0.43971334238639254]","[1.0, 0.9702989999999999, 0.18634140480940337]",1536.0,go_leisure,student
884,3,"[1.0, 0.9025, 1.0, 1.0]","[1.0, 0.982081, 0.990025, 1.0]","[1.0, 0.7569, 0.9603999999999999]","[1.0, 0.9801, 0.9409]",1107.1666666666667,go_home,unemployed
884,4,"[0.9269999999999999, 1.0, 1.0, 0.9993]","[1.0, 1.0, 1.0, 0.998]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5645.924999999999,go_home,employed
885,0,"[1.0, 0.92, 1.0, 0.7377319167999999]","[1.0, 0.995, 0.999, 1.0]","[1.0, 0.97, 0.98]","[1.0, 0.99, 0.99]",1294.7749999999999,go_grocery,retired
885,1,"[0.13193535857566752, 1.0, 1.0, 0.9910359161258742]","[0.9848036283585773, 1.0, 1.0, 0.9558895783575597]","[0.42792980012978854, 1.0, 1.0]","[0.9135172474836407, 1.0, 1.0]",0.0,go_reception_center,homeless
885,2,"[0.68680900380282, 0.8573749999999999, 1.0, 0.8482828589610505]","[1.0, 0.9791466569999999, 0.991026973, 0.9218555832902952]","[1.0, 0.6141249999999999, 0.43971334238639254]","[1.0, 0.9702989999999999, 0.18634140480940337]",1536.0,go_leisure,student
885,3,"[1.0, 0.9025, 1.0, 1.0]","[1.0, 0.982081, 0.990025, 1.0]","[1.0, 0.7569, 0.9603999999999999]","[1.0, 0.9801, 0.9409]",1107.1666666666667,go_home,unemployed
885,4,"[0.9269999999999999, 1.0, 1.0, 0.9993]","[1.0, 1.0, 1.0, 0.998]","[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]",5645.924999999999,go_home,employed
886,0,"[1.0, 0.92, 1.0, 0.7377319167999999]","[1.0, 0.995, 0.999, 1.0]","[1.0, 0.97, 0.98]","[1.0, 0.99, 0.99]",1294.7749999999999,go_grocery,retired
886,1,"[0.13193535857566752, 1.0, 1.0, 0.9910359161258742]","[0.9848036283585773, 1.0, 1.0, 0.9558895783575597]","[0.42792980012978854, 1.0, 1.0]","[0.9135172474836407, 1.0, 1.0]",0.0,go_reception_center,homeless
